rgb_r_mean,rgb_r_std,rgb_g_mean,rgb_g_std,rgb_b_mean,rgb_b_std,hsv_h_mean,hsv_h_std,hsv_s_mean,hsv_s_std,hsv_v_mean,hsv_v_std,hist_r_0,hist_r_1,hist_r_2,hist_r_3,hist_r_4,hist_r_5,hist_r_6,hist_r_7,hist_g_0,hist_g_1,hist_g_2,hist_g_3,hist_g_4,hist_g_5,hist_g_6,hist_g_7,hist_b_0,hist_b_1,hist_b_2,hist_b_3,hist_b_4,hist_b_5,hist_b_6,hist_b_7,texture_contrast,texture_homogeneity,texture_energy,texture_correlation,edge_density,shape_area_ratio,shape_perimeter,shape_extent,shape_solidity,label
0.5791058540344238,0.3294208347797394,0.7115246653556824,0.21462921798229218,0.5226883292198181,0.34637245535850525,42.107322692871094,13.074159622192383,89.61068725585938,76.47811126708984,181.76524353027344,54.282630920410156,0.01454896479845047,0.05018944665789604,0.6965578198432922,0.004690323490649462,0.004033080767840147,0.004540950059890747,0.008932526223361492,0.7154983878135681,0.023406298831105232,0.021389026194810867,0.00370822218246758,0.015574533492326736,0.6953955292701721,0.0056661637499928474,0.0056661637499928474,0.717704176902771,0.06285656988620758,0.7704212665557861,0.009059515781700611,0.004546229727566242,0.004052074626088142,0.005699259229004383,0.19169935584068298,0.6046485900878906,2.16599673354582,0.9527584112559417,0.6438615190203543,0.9847915123538941,0.022261639030612245,0.5092474489795918,609.2274831533432,0.780115228900654,0.9851923228191615,Apple___Black_rot
0.5614615678787231,0.3424476087093353,0.7059980034828186,0.2161349058151245,0.5052415728569031,0.3589673936367035,42.555782318115234,14.386378288269043,96.68819427490234,82.07865142822266,180.53504943847656,54.2386360168457,0.0070200650952756405,0.7170746922492981,0.03348482772707939,0.0037009548395872116,0.004082799423485994,0.004112171940505505,0.008253716863691807,0.6960732340812683,0.029743684455752373,0.005576941184699535,0.003540914971381426,0.017557036131620407,0.7067371010780334,0.005606448743492365,0.005252357106655836,0.7065600752830505,0.05379531532526016,0.7840748429298401,0.005086102522909641,0.003977593034505844,0.0046296571381390095,0.005151308607310057,0.1912504881620407,0.5879338979721069,1.6252146230785158,0.9382108474584023,0.6188111179622897,0.9894276485999074,0.020228794642857144,0.5155253507653061,601.5706300735474,0.77694057004245,0.9933706797960805,Apple___Black_rot
0.5247102975845337,0.3590936064720154,0.7123454213142395,0.1902201920747757,0.5127410888671875,0.334624320268631,47.46247100830078,15.182289123535156,93.84707641601562,75.25707244873047,181.7823486328125,48.65278625488281,0.010972742922604084,0.7624900937080383,0.007421039044857025,0.003984838258475065,0.004042589571326971,0.0034362010192126036,0.009759965352714062,0.6467565298080444,0.0,0.0,0.0,0.011040243320167065,0.7613203525543213,0.006019357591867447,0.004792663734406233,0.6482362747192383,0.010995453223586082,0.8243466019630432,0.009589784778654575,0.004466902930289507,0.0044356659054756165,0.004029583651572466,0.16967983543872833,0.5398080348968506,1.4619234465086506,0.9603830632977188,0.6642505189225533,0.9896997763203808,0.013771524234693877,0.5404575892857143,616.884335398674,0.7767412935323383,0.9940034424682127,Tomato___healthy
0.5753624439239502,0.2999899983406067,0.6811216473579407,0.21834519505500793,0.504025936126709,0.3276863694190979,41.0356330871582,10.736885070800781,87.37565612792969,66.68032836914062,174.04269409179688,55.21792221069336,0.015168430283665657,0.036551497876644135,0.7764174342155457,0.004889241419732571,0.004211816471070051,0.004889241419732571,0.006833156570792198,0.6288860440254211,0.029400132596492767,0.008252150379121304,0.004377484787255526,0.02407616563141346,0.7709401249885559,0.0048211487010121346,0.006566226948052645,0.6356521844863892,0.04816558212041855,0.8342471718788147,0.027159588411450386,0.004059440456330776,0.00505819171667099,0.005477022845298052,0.1712697148323059,0.5211225748062134,1.855964102219745,0.9542998211711605,0.6502313117986417,0.9864710088519071,0.0214046556122449,0.5627989477040817,647.3696188926697,0.7813939850883806,0.984467351533915,Apple___Black_rot
0.5491848587989807,0.33798617124557495,0.7173627018928528,0.19039495289325714,0.511444091796875,0.3372374475002289,44.86001205444336,13.608444213867188,93.00850677490234,74.7869644165039,183.2021484375,48.319461822509766,0.0024722993839532137,0.7484003305435181,0.041204988956451416,0.004944598767906427,0.003502424107864499,0.004091066773980856,0.010330679826438427,0.6618404388427734,0.008127138018608093,0.0025073084980249405,0.0010663265129551291,0.012767098844051361,0.7533164620399475,0.005158714950084686,0.005677468609064817,0.6574335694313049,0.02362208254635334,0.8205981850624084,0.010227791965007782,0.004148113541305065,0.004338103346526623,0.00484474329277873,0.1789388507604599,0.5421046018600464,1.4885305364001473,0.962442503372698,0.6663791973512594,0.9885542600279362,0.01670121173469388,0.5392020089285714,614.8843358755112,0.7732034632034632,0.9937131412039613,Apple___Black_rot
0.5377526879310608,0.33265823125839233,0.6706448793411255,0.22813789546489716,0.48724910616874695,0.34281420707702637,43.32126998901367,13.662129402160645,94.03215026855469,72.71884155273438,171.573486328125,57.393672943115234,0.007806575391441584,0.35652291774749756,0.5884460806846619,0.005939785856753588,0.005159127991646528,0.00546460272744298,0.00817993376404047,0.7255363464355469,0.032439496368169785,0.0175519660115242,0.0046294559724628925,0.23070676624774933,0.6555509567260742,0.005428786389529705,0.006794309243559837,0.7180319428443909,0.06117507070302963,0.8362306952476501,0.007393728941679001,0.005561369936913252,0.0052077569998800755,0.004339797422289848,0.17822101712226868,0.5148606896400452,2.2925352733242783,0.9528747573025502,0.647493258418807,0.9850880715736202,0.024214764030612245,0.5610052614795918,640.5411936044693,0.7827557895928883,0.983932384341637,Apple___Black_rot
0.5704445242881775,0.3244698941707611,0.6576858758926392,0.24974533915519714,0.5564925074577332,0.3034515082836151,46.572105407714844,16.874095916748047,61.283363342285156,47.99700164794922,168.28810119628906,62.96875762939453,0.0,0.061738643795251846,0.7252803444862366,0.0041634924709796906,0.004996190778911114,0.0043121883645653725,0.006096542347222567,0.6856082081794739,2.984012826345861e-05,0.051593583077192307,0.018291998654603958,0.7204003930091858,0.0050728218629956245,0.005401063244789839,0.005132501944899559,0.6913360953330994,0.052992403507232666,0.024301832541823387,0.7898423075675964,0.004388740751892328,0.00586257129907608,0.0049782730638980865,0.176630437374115,0.5843575596809387,2.0155230860190834,0.8988825897057426,0.5354418581664018,0.9872512029178142,0.027004942602040817,0.5284000318877551,619.2274843454361,0.7758431952662722,0.9884470410855635,Potato___Late_blight
0.5379781126976013,0.3340784013271332,0.6943259239196777,0.1986129730939865,0.5331870317459106,0.3041501045227051,48.73236083984375,15.898018836975098,81.39622497558594,61.560386657714844,177.19908142089844,50.81243133544922,0.00044552894541993737,0.7671117782592773,0.06219584122300148,0.004752309061586857,0.003890952793881297,0.004782010801136494,0.008762069046497345,0.6383835673332214,0.0,0.0,0.0,0.014214785769581795,0.7848328351974487,0.004814226180315018,0.005982174538075924,0.6194968819618225,0.0,0.013514594174921513,0.8480870723724365,0.005492232274264097,0.00419631227850914,0.005430521909147501,0.16982722282409668,0.5016444325447083,1.5508582185086044,0.8933171863974071,0.5220791723748545,0.9881042146872928,0.013970822704081632,0.5585339604591837,626.8843365907669,0.7757700262731287,0.9934854586129754,Apple___healthy
0.5583763718605042,0.33150020241737366,0.6560096144676208,0.25093913078308105,0.509721577167511,0.34076616168022156,42.60353469848633,15.178681373596191,81.6728515625,65.18387603759766,167.88604736328125,63.092193603515625,0.0020353030413389206,0.0963883027434349,0.7170645594596863,0.004374382551759481,0.0034022973850369453,0.004222494084388018,0.0065008183009922504,0.6902410984039307,0.029840189963579178,0.02407526783645153,0.017503855749964714,0.7297255396842957,0.005555830895900726,0.003853237722069025,0.005824661813676357,0.6823815107345581,0.07027338445186615,0.8013654351234436,0.009234433993697166,0.004420739598572254,0.0037003227043896914,0.004813693929463625,0.18485240638256073,0.564413845539093,1.9866093198349377,0.9389526368290347,0.615632153411485,0.9884342670866764,0.02393574617346939,0.5363520408163265,615.712764620781,0.7734964588412865,0.9920519693246966,Apple___Black_rot
0.639808177947998,0.2867089509963989,0.7580597400665283,0.16788476705551147,0.5563725829124451,0.33193841576576233,39.8037109375,10.036290168762207,84.65465545654297,75.33233642578125,193.5238037109375,42.740966796875,0.0,0.005487154703587294,0.6715232133865356,0.02218087948858738,0.004296819679439068,0.005225861445069313,0.007461369037628174,0.7405626773834229,0.0,0.0,0.006808323320001364,0.00856067705899477,0.6747709512710571,0.00580287491902709,0.007583955302834511,0.7378844022750854,0.015459719114005566,0.7477264404296875,0.014554128982126713,0.0045279511250555515,0.005433541256934404,0.005271828733384609,0.19576920568943024,0.634074866771698,1.062849618144629,0.9412475193657395,0.6280821350067095,0.9893625907452475,0.013911033163265306,0.4811463647959184,581.4284918308258,0.7803089685805735,0.9930792252057528,Potato___Early_blight
0.5290217399597168,0.3651488721370697,0.7459500432014465,0.16399037837982178,0.5414360165596008,0.317135214805603,48.72588348388672,16.841218948364258,98.51363372802734,81.7977066040039,190.34994506835938,41.958961486816406,0.011290088295936584,0.7450299859046936,0.006426665466278791,0.0035607200115919113,0.004516035318374634,0.00431339256465435,0.010624262504279613,0.6667810082435608,0.0,0.0,0.0,0.005730340722948313,0.7443170547485352,0.006100959610193968,0.00658561522141099,0.6677414774894714,0.0007140095112845302,0.7894997596740723,0.06390384584665298,0.004705971572548151,0.00522525142878294,0.00525770615786314,0.1741858571767807,0.5849685072898865,1.263757803904304,0.9554338542484282,0.6537800277704731,0.9899761895173378,0.01371173469387755,0.5261678890306123,610.3990559577942,0.7774687685901249,0.9935759764325762,Tomato___healthy
0.5540307760238647,0.35624203085899353,0.7266240119934082,0.18939560651779175,0.5562006235122681,0.3160712718963623,47.73216247558594,16.72458839416504,86.66410064697266,73.69419860839844,185.4439239501953,48.45418930053711,0.01025556493550539,0.7149345278739929,0.008111746050417423,0.0042876373045146465,0.003621315350756049,0.004055873025208712,0.009386449120938778,0.6989718079566956,0.0,0.0,0.0,0.010414971970021725,0.7148848176002502,0.005951412487775087,0.0052933236584067345,0.6991192698478699,0.0005598810967057943,0.699081540107727,0.18556559085845947,0.005178899969905615,0.005038930103182793,0.005178899969905615,0.19189924001693726,0.6632841229438782,1.4745312001763868,0.898523441084591,0.5399382649031901,0.9889430261882683,0.013412786989795918,0.5058195153061225,595.3279875516891,0.7788938492063492,0.9935736460166492,Apple___healthy
0.5780839323997498,0.33724066615104675,0.7324392199516296,0.19604608416557312,0.5651629567146301,0.3126274645328522,46.2006950378418,17.301767349243164,78.24641418457031,66.5501937866211,187.09210205078125,49.48494338989258,0.006256953347474337,0.607872486114502,0.17421507835388184,0.005561736412346363,0.0038552945479750633,0.00401329854503274,0.009259027428925037,0.7745665907859802,0.017510969191789627,0.009822513908147812,0.0022217589430510998,0.012921283021569252,0.6891838312149048,0.006080603692680597,0.0049404907040297985,0.7241472601890564,0.030296333134174347,0.02775261551141739,0.7556473016738892,0.005739671643823385,0.004206918179988861,0.004826541990041733,0.1792995035648346,0.6285592317581177,1.773606765634025,0.8971464407414224,0.5426361647059884,0.9865851141957428,0.01829559948979592,0.49924266581632654,600.2569205760956,0.7735657656532867,0.9907455526683989,Apple___Black_rot
0.5320101976394653,0.3352786600589752,0.7387893199920654,0.15806220471858978,0.4788453280925751,0.34728914499282837,44.9966926574707,12.557394027709961,107.74176788330078,83.48097229003906,188.52963256835938,40.4644660949707,0.0018619169713929296,0.7872708439826965,0.03252536058425903,0.003491094335913658,0.003636556677520275,0.005993045400828123,0.009338676929473877,0.6156253814697266,0.0,0.0,0.0,0.0053213112987577915,0.793979287147522,0.004868433810770512,0.008208406157791615,0.6078466176986694,0.011836091056466103,0.8541095852851868,0.0064420392736792564,0.0030823154374957085,0.004900881554931402,0.00647286232560873,0.16767795383930206,0.4920608401298523,1.258484625060687,0.9582023030819052,0.6651526239304165,0.9885485918963353,0.014050542091836735,0.5651506696428571,629.1269783973694,0.7767852204214835,0.9937551966316981,Apple___healthy
0.5783384442329407,0.3238050639629364,0.6953374147415161,0.21406596899032593,0.5659868717193604,0.29838690161705017,47.03131103515625,15.655893325805664,65.8230209350586,51.89641571044922,177.44412231445312,54.72675704956055,0.0,0.010699329897761345,0.7352625131607056,0.00463062385097146,0.003997867926955223,0.0042854840867221355,0.0066439383663237095,0.6776242256164551,0.0,0.0,0.00043139600893482566,0.7308423519134521,0.019096463918685913,0.004572797566652298,0.005866985768079758,0.6822383999824524,0.0,0.01139400526881218,0.8050714731216431,0.005098974797874689,0.004375046119093895,0.005256350617855787,0.1845388114452362,0.5635626316070557,1.4632943365541247,0.9411398297733666,0.626199622659868,0.9896767032103598,0.013432716836734694,0.5191525829081632,601.227482676506,0.7756842105263158,0.9936623516720604,Apple___healthy
0.531920850276947,0.3506072759628296,0.7555925250053406,0.14991576969623566,0.546000599861145,0.3025822639465332,49.2861328125,16.838289260864258,96.99683380126953,77.65174102783203,192.8363037109375,38.404388427734375,0.006680943537503481,0.7659947276115417,0.012754528783261776,0.0035284636542201042,0.0038755256682634354,0.00526377372443676,0.01052754744887352,0.642556369304657,0.0,0.0,0.0,5.9796733694383875e-05,0.7320316433906555,0.08419380336999893,0.007893169298768044,0.6760020852088928,0.0,0.012781485915184021,0.8323241472244263,0.004613804630935192,0.004551456309854984,0.006577789317816496,0.17900316417217255,0.5243526697158813,1.1367162027115536,0.9649573711028374,0.6719354795816606,0.9897170311373271,0.013771524234693877,0.5429288903061225,615.4701242446899,0.7765687967760506,0.9937746343979077,Tomato___healthy
0.5092153549194336,0.37693291902542114,0.7569766640663147,0.15114811062812805,0.5630221366882324,0.2920108139514923,51.701751708984375,19.060300827026367,107.12210845947266,88.383056640625,193.16294860839844,38.68759536743164,0.010517790913581848,0.7581189274787903,0.005258895456790924,0.0030917683616280556,0.004796575289219618,0.005172210279852152,0.011009006761014462,0.6518718600273132,0.0,0.0,0.0,0.0003478977596387267,0.7449361085891724,0.03426792845129967,0.008929375559091568,0.6661952137947083,0.0,0.011321335099637508,0.8187440037727356,0.004447667393833399,0.004976410884410143,0.006500436924397945,0.16481250524520874,0.5498000979423523,1.192005648292316,0.9525300944541265,0.6497409009784061,0.9893267555745684,0.01371173469387755,0.534538424744898,609.4701271057129,0.7771535580524345,0.9939933758724575,Tomato___healthy
0.5791058540344238,0.3294208347797394,0.7115246653556824,0.21462921798229218,0.5226883292198181,0.34637245535850525,42.107322692871094,13.074159622192383,89.61068725585938,76.47811126708984,181.76524353027344,54.282630920410156,0.01454896479845047,0.05018944665789604,0.6965578198432922,0.004690323490649462,0.004033080767840147,0.004540950059890747,0.008932526223361492,0.7154983878135681,0.023406298831105232,0.021389026194810867,0.00370822218246758,0.015574533492326736,0.6953955292701721,0.0056661637499928474,0.0056661637499928474,0.717704176902771,0.06285656988620758,0.7704212665557861,0.009059515781700611,0.004546229727566242,0.004052074626088142,0.005699259229004383,0.19169935584068298,0.6046485900878906,2.16599673354582,0.9527584112559417,0.6438615190203543,0.9847915123538941,0.022261639030612245,0.5092474489795918,609.2274831533432,0.780115228900654,0.9851923228191615,Apple___Black_rot
0.6005450487136841,0.29230207204818726,0.7378432750701904,0.1760195791721344,0.5625438094139099,0.29281774163246155,44.25129699707031,14.504240989685059,75.22956848144531,59.64338684082031,189.2798309326172,42.846527099609375,0.0,0.00982500147074461,0.7350534200668335,0.060054946690797806,0.0043898941949009895,0.0044794837012887,0.009436779655516148,0.6751776933670044,0.0,0.0,0.04898635670542717,0.011721206828951836,0.7342625856399536,0.00698536541312933,0.00627498934045434,0.6769292950630188,0.038494810461997986,0.0355512797832489,0.8025039434432983,0.0062141153030097485,0.004905880428850651,0.005690821446478367,0.18197545409202576,0.5657134056091309,1.2114656527665677,0.9537040715058269,0.6413570965145052,0.9883010218781533,0.027483258928571428,0.5379264987244898,627.8132688999176,0.7827054894838597,0.986833601093199,Potato___Early_blight
0.6140356063842773,0.2992229759693146,0.706602931022644,0.2147018164396286,0.5375839471817017,0.3356110155582428,39.70055389404297,10.216429710388184,82.12290954589844,69.82046508789062,180.46759033203125,54.35026168823242,0.003729731310158968,0.024709470570087433,0.7036371231079102,0.00515751913189888,0.0039337011985480785,0.004429055843502283,0.006410475820302963,0.7100476026535034,0.013931537047028542,0.003409405704587698,0.001322614261880517,0.03206605091691017,0.6933732032775879,0.004908368457108736,0.006054634228348732,0.719678521156311,0.027033770456910133,0.7763246297836304,0.012305695563554764,0.004101898521184921,0.004715568386018276,0.005361536517739296,0.1907867193222046,0.5999752879142761,1.7181544955803332,0.962017029318604,0.6614921174407982,0.9871834004564717,0.017338966836734693,0.5038265306122449,592.9848428964615,0.7746553223202086,0.9937856033143448,Apple___Black_rot
0.6144426465034485,0.319225013256073,0.7167760133743286,0.21373693645000458,0.5909360647201538,0.3030954897403717,44.33141326904297,14.368886947631836,60.250179290771484,51.373870849609375,182.90509033203125,54.62405776977539,0.0,0.010337905026972294,0.6638658046722412,0.0040202965028584,0.005312534514814615,0.0035895502660423517,0.006030444521456957,0.7477176785469055,0.0,0.0,0.00043141888454556465,0.6566195487976074,0.022174930199980736,0.0058960579335689545,0.004141621291637421,0.7538613677024841,0.0,0.011549522168934345,0.7380846738815308,0.004466665908694267,0.005806665867567062,0.004019999410957098,0.18954616785049438,0.647379457950592,1.4033385502997673,0.9287234131887041,0.6067381535112076,0.990027954145007,0.012834821428571428,0.4701650191326531,574.4995616674423,0.780978188143985,0.9941234084231146,Apple___healthy
0.625098705291748,0.2818377614021301,0.726218581199646,0.19131223857402802,0.5290969610214233,0.3359738886356354,38.83183288574219,9.814935684204102,89.15545654296875,74.7415542602539,186.2914276123047,47.147274017333984,0.0,0.004953778348863125,0.6966813802719116,0.07397641986608505,0.004233228508383036,0.005344076082110405,0.007775930687785149,0.7134641408920288,0.0,0.0,0.049833353608846664,0.020922856405377388,0.6992465853691101,0.00649741105735302,0.006199364550411701,0.7127779126167297,0.04658536612987518,0.7806469798088074,0.013682415708899498,0.004365342203527689,0.005538120400160551,0.005472966004163027,0.18266025185585022,0.5956411361694336,1.3644636294789194,0.9521408237263265,0.6333228009051923,0.988306334164107,0.024713010204081634,0.5162029655612245,640.8843364715576,0.7909284523736033,0.973926759278615,Potato___Early_blight
0.5430210828781128,0.3482278287410736,0.6679520606994629,0.23465776443481445,0.5605933666229248,0.29642754793167114,51.136898040771484,18.963485717773438,75.93094635009766,60.29866027832031,170.47369384765625,59.92256164550781,0.005392680410295725,0.750447690486908,0.011794686317443848,0.0031433270778506994,0.0047294097021222115,0.004354517441242933,0.006373167969286442,0.6607331037521362,0.0,0.004718475975096226,0.01231407094746828,0.747734546661377,0.004200594499707222,0.005783009808510542,0.005063730292022228,0.6638090014457703,0.005225717090070248,0.014425481669604778,0.8122704029083252,0.0037237145006656647,0.005413467064499855,0.005225717090070248,0.16446927189826965,0.5593394637107849,1.7172682860748134,0.9633835724638382,0.6679005420304949,0.9893234068694431,0.022919323979591837,0.5306521045918368,611.8132693767548,0.7765243004418262,0.9924520488640428,Potato___Late_blight
0.5423977375030518,0.3434666693210602,0.7146824598312378,0.1881016194820404,0.5142043232917786,0.33362966775894165,45.93379211425781,13.893936157226562,90.8222885131836,72.60702514648438,182.36831665039062,48.101654052734375,0.005324688274413347,0.759317934513092,0.016523897647857666,0.003790946677327156,0.0038198851980268955,0.003993516322225332,0.008855188265442848,0.6503933072090149,0.0,0.0,0.0,0.010953735560178757,0.7605429887771606,0.005648020189255476,0.0049919369630515575,0.6491514444351196,0.010074414312839508,0.8255387544631958,0.009730257093906403,0.0041611711494624615,0.004411466885358095,0.004786910954862833,0.17480047047138214,0.5363530516624451,1.491476525985126,0.9275562034288498,0.5991941386301605,0.9883873666973488,0.013891103316326531,0.5398198341836735,616.641697883606,0.7764750159226449,0.9936463832546077,Tomato___healthy
0.5895261764526367,0.3259926438331604,0.6792540550231934,0.24117381870746613,0.570763349533081,0.3067161738872528,45.357303619384766,15.546534538269043,58.609554290771484,47.20450210571289,173.5106658935547,61.249507904052734,0.0,0.03683871030807495,0.69259113073349,0.003950139507651329,0.004769427701830864,0.004769427701830864,0.0049157291650772095,0.7203298807144165,0.0,0.022587351500988007,0.0152530362829566,0.6906528472900391,0.00464604003354907,0.005756414029747248,0.00464604003354907,0.722619891166687,0.015522086061537266,0.027641627937555313,0.7652809619903564,0.003953433129936457,0.0053468565456569195,0.005476477090269327,0.18798251450061798,0.6147588491439819,1.731922533524562,0.8982847627359892,0.5439292742489861,0.9887953061058968,0.021464445153061226,0.49826610331632654,599.0853468179703,0.7792737465356513,0.9902945649563756,Potato___Late_blight
0.598555326461792,0.3281901478767395,0.7857091426849365,0.13837003707885742,0.5548720955848694,0.33306238055229187,43.380958557128906,13.149551391601562,89.20868682861328,79.85004425048828,200.4746856689453,35.39991760253906,0.0,0.02602522075176239,0.6736863851547241,0.004657757468521595,0.004104648716747761,0.0040755379013717175,0.009664846584200859,0.7384583353996277,0.0,0.0,0.0,0.0,0.01720842532813549,0.6766548156738281,0.0067573850974440575,0.7360682487487793,0.008285680785775185,0.7521663308143616,0.013135051354765892,0.004720910917967558,0.004913601092994213,0.004720910917967558,0.193910613656044,0.629551112651825,0.9878091712438555,0.966500165979348,0.6704298694074762,0.9898800905392015,0.013034119897959183,0.48240194515306123,581.0853487253189,0.7769687337830825,0.9934682536391158,Tomato___healthy
0.5972188115119934,0.3095204532146454,0.7581807374954224,0.16014032065868378,0.5377187728881836,0.328720360994339,42.77903747558594,12.519232749938965,90.1563720703125,75.74480438232422,193.8667755126953,40.03754806518555,0.0,0.009906190447509289,0.7189732193946838,0.023961877450346947,0.0044124918058514595,0.004909262526780367,0.009613972157239914,0.6944561004638672,0.0,0.0,0.01779532991349697,0.0037232404574751854,0.7080313563346863,0.02931685373187065,0.0068308268673717976,0.7053048610687256,0.01964259333908558,0.7918097376823425,0.0181241687387228,0.005459865555167198,0.004942954983562231,0.004975262098014355,0.1994950771331787,0.5765811800956726,1.240233651210993,0.9505528823712558,0.6401056911805232,0.9876627162585347,0.02014907525510204,0.5142299107142857,596.9848434925079,0.7755376344086021,0.9934650753277245,Potato___Early_blight
0.629593014717102,0.2706497609615326,0.7309677004814148,0.18149597942829132,0.5580642819404602,0.3014272451400757,40.737144470214844,10.988035202026367,75.75243377685547,60.594791412353516,187.25291442871094,45.064144134521484,0.0,0.0002946095773950219,0.594456672668457,0.2685202658176422,0.006710551679134369,0.0059249261394143105,0.008707350119948387,0.7578667998313904,0.0,0.0,0.031224548816680908,0.017183782532811165,0.7274467945098877,0.0066678947769105434,0.0061685373075306416,0.6851776242256165,0.018516279757022858,0.03496802598237991,0.7959741950035095,0.005806498695164919,0.0059355320408940315,0.005064557306468487,0.17396914958953857,0.5783595442771912,1.4240635584151815,0.9567999323007844,0.650415327901988,0.9859491580225983,0.02072704081632653,0.5277822066326531,608.1564133167267,0.775937593759376,0.9931452929091223,Potato___Early_blight
0.5775073766708374,0.3328764736652374,0.7590053081512451,0.1579378843307495,0.5561680197715759,0.31567803025245667,45.688297271728516,14.560203552246094,82.93387603759766,69.83160400390625,193.65084838867188,40.3813591003418,6.615455640712753e-05,0.3372890055179596,0.4996322989463806,0.004994668997824192,0.004432355053722858,0.00449850969016552,0.011014733463525772,0.7977578043937683,0.0,0.0,0.0,0.004332990851253271,0.7169674634933472,0.006356953643262386,0.005644290708005428,0.697041392326355,0.000508065742906183,0.6604491472244263,0.25802481174468994,0.005407270975410938,0.004790334030985832,0.005552432965487242,0.21451261639595032,0.6716629266738892,1.1384164223663698,0.9661500196371351,0.6695774718994607,0.9898133445564009,0.013333067602040817,0.5073740433673469,594.9848430156708,0.7761934093008931,0.9942011834319526,Tomato___healthy
0.5860816836357117,0.3224322497844696,0.6892909407615662,0.22845308482646942,0.5487239956855774,0.3211825489997864,42.92388916015625,13.366393089294434,71.27802276611328,58.30558776855469,176.13417053222656,57.87503433227539,0.0,0.0439055897295475,0.7056424021720886,0.005863900762051344,0.003683354938402772,0.004626293666660786,0.0076908450573682785,0.7071157097816467,0.0,0.033005617558956146,0.005955680273473263,0.7046772241592407,0.008537452667951584,0.004870161879807711,0.006395754870027304,0.7086378931999207,0.034816160798072815,0.7491722106933594,0.07783826440572739,0.0051667047664523125,0.004052317701280117,0.005639475304633379,0.1885678470134735,0.6291560530662537,2.1888105181871502,0.9578435866752453,0.6496124712359468,0.9854465428299397,0.024473852040816327,0.5095065369897959,597.2274836301804,0.7720725485316078,0.9924419650890769,Potato___Late_blight
